name,uri,genres,artist,mood,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
I Was In Heaven,35ohvaGJBqNoDo24H65yGj,"['electropop', 'pop', 'post-teen pop']",Chelsea Cutler,calm,0 days 00:04:15.280000,0.775,0.443,0.295,9.51e-06,0.163,-10.541,0.0279,79.393,0.186,4
Holding on to You,05hZle1qjV2Hu10Y85fhbv,"['australian pop', 'indie anthem-folk', 'indie folk']",Garrett Kato,calm,0 days 00:03:33.520000,0.389,0.683,0.461,0.000642,0.125,-9.901,0.0321,121.057,0.487,4
Easy Tiger,2IbzYGcve6P1QV94UFxtik,['indie anthem-folk'],Billy Raffoul,calm,0 days 00:03:16.067000,0.836,0.593,0.451,0.0,0.0813,-9.166,0.0367,78.009,0.589,4
when i look at you.,2Hf4lbVibsJo6u6cFAxwdQ,"['indie folk', 'irish singer-songwriter', 'new americana']",Rosie Carney,calm,0 days 00:03:52.800000,0.696,0.545,0.246,0.00463,0.136,-11.65,0.0302,110.1,0.0986,4
Falling Down,68GFPHr5LtadnQ8wOtramJ,"['indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica']",Harrison Storm,calm,0 days 00:03:45.801000,0.422,0.379,0.544,0.0,0.0953,-7.428,0.0364,129.941,0.411,4
Soon,3izeCMlmVjsqXIBFsviH5S,"['australian indie', 'australian pop']",Angie McMahon,calm,0 days 00:03:43,0.673,0.522,0.138,6.1e-06,0.111,-12.233,0.0328,49.725,0.111,4
Coastline,0Ma3HnDcmCSbjv3uu3aIPO,['indie folk'],Hollow Coves,calm,0 days 00:03:53.964000,0.613,0.667,0.494,0.00248,0.0589,-11.286,0.0283,100.111,0.411,4
Coastline,0Ma3HnDcmCSbjv3uu3aIPO,['indie folk'],Hollow Coves,calm,0 days 00:03:14.444000,0.0376,0.763,0.857,1.2e-05,0.158,-5.271,0.0844,107.978,0.318,4
Civilized,3T9IA0EvjCZ4Ifs6oCH7MV,"['downtempo', 'new age']",Voyageur,calm,0 days 00:03:25.453000,0.548,0.396,0.436,0.0816,0.0888,-11.28,0.0268,90.953,0.0967,4
San Luis,7gDNQLV9cr8449LFrQbk5J,"['indie folk', 'new americana', 'pop folk', 'stomp and flutter', 'stomp and holler']",Gregory Alan Isakov,calm,0 days 00:04:32.347000,0.86,0.567,0.434,0.257,0.115,-12.755,0.0349,82.459,0.254,4
Crater on the Moon,4t6CSU0uY8Z6bi32Ml78Vg,['australian alternative pop'],Ok Moon,calm,0 days 00:04:10.586000,0.76,0.589,0.37,0.0473,0.113,-10.611,0.0324,87.993,0.328,4
beside you,1Fhb9iJPufNMZSwupsXiRe,"['chill r&b', 'pop']",keshi,calm,0 days 00:02:46.023000,0.459,0.711,0.747,0.0,0.0957,-6.335,0.0523,136.0,0.852,4
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,[],Chloe George,calm,0 days 00:02:17.250000,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,3
ghost town (voice memo),0PKAijroHpnEtdY20bkGdr,[],Chloe George,calm,0 days 00:02:17.250000,0.953,0.471,0.229,0.0,0.0909,-6.504,0.0358,68.41,0.358,3
Same Old Things,7GkaWpr47yaDWq0Zi0bwB5,[],xoisaac,calm,0 days 00:02:48.004000,0.478,0.555,0.352,1.18e-06,0.121,-7.904,0.108,160.171,0.348,4
Life's A Mess II (with Clever & Post Malone),4O3RwH1TFG1EjPezLIYehI,"['chicago rap', 'melodic rap']",Juice WRLD,calm,0 days 00:03:26.734000,0.806,0.53,0.37,0.0,0.112,-9.989,0.0279,140.061,0.701,4
o shit!,0RQpg3Q0QOxp6gqDpE8uWH,"['canadian hip hop', 'dark trap', 'meme rap', 'pop rap', 'vapor trap']",lentra,calm,0 days 00:02:16.822000,0.875,0.829,0.631,0.0123,0.109,-7.876,0.106,106.863,0.792,4
change ur mind,58Mh6zmqSo9IvysPAXnG0h,"['emo rap', 'sad rap']",Sarcastic Sounds,calm,0 days 00:03:03.451000,0.78,0.627,0.575,0.0,0.336,-7.38,0.232,78.546,0.494,4
Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,"['canadian pop', 'pop', 'post-teen pop']",benny blanco,calm,0 days 00:02:35.361000,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,4
Unlearn (with Gracie Abrams),6GH4tLwGW6HliKbZBdt6hD,"['canadian pop', 'pop', 'post-teen pop']",benny blanco,calm,0 days 00:02:35.361000,0.897,0.429,0.214,0.0,0.105,-12.261,0.242,77.849,0.189,4
we were driving,6CUlNInxaxJK8PP5OBNQxx,['slowed and reverb'],omgkirby,calm,0 days 00:01:52.405000,0.947,0.528,0.473,0.0177,0.15,-11.117,0.11,78.981,0.273,4
Perfect,5cCI6CLvt9VuKDIWUr9vA7,['nz pop'],LA WOMEN,calm,0 days 00:03:07.638000,0.138,0.768,0.545,0.0,0.134,-8.678,0.0443,130.03,0.389,4
Shoulda Coulda,16gwQCz3zlj6u9NOMDB9wI,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'australian pop', 'dance-punk', 'edm', 'new rave']",Budjerah,calm,0 days 00:02:56.060000,0.815,0.559,0.477,6.12e-06,0.138,-7.872,0.0387,84.963,0.341,4
bad ones,6CYT0souHUHKTO4EMzTUFg,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Tate McRae,calm,0 days 00:03:03.133000,0.305,0.692,0.431,1.39e-05,0.132,-11.884,0.0335,138.925,0.327,4
Open Up,4UDVrGYUdqaJ8o3yL1snpV,"['alt z', 'nz pop', 'pop']",Muroki,calm,0 days 00:03:51.064000,0.492,0.823,0.303,0.0613,0.0723,-9.936,0.0701,138.014,0.885,4
Kids feat. KYLE,2hNBhYGXQbq9KHYvK2itFY,"['bedroom pop', 'pop']",Benny Sings,calm,0 days 00:03:17.493000,0.384,0.965,0.286,0.0,0.178,-11.418,0.0535,119.973,0.807,4
Don't Need,1oV2pJWc2mCEjcVQjD49Rn,[],Somber Hills,calm,0 days 00:02:45.539000,0.0703,0.786,0.6,0.0,0.37,-7.281,0.0536,124.104,0.421,4
Mulholland Drive,1WTduCc7ipWoHg0i2Tztng,[],Kaelin Kost,calm,0 days 00:03:17.952000,0.141,0.639,0.445,6.23e-06,0.127,-8.309,0.0434,130.08,0.18,4
Dream No More (feat. Ruel & Genesis Owusu),0slVzyDCYPANhtDTpzBgLZ,[],Billy Davis,calm,0 days 00:03:27.158000,0.519,0.362,0.534,1.02e-06,0.332,-8.38,0.0468,94.742,0.547,4
not alone,4muWNZ5n69p9tnjTfDz7GO,[],mehro,calm,0 days 00:02:34.481000,0.142,0.63,0.835,0.00418,0.326,-5.089,0.0323,125.979,0.93,4
On Repeat (feat. Cigarettes After Sex & Lexi Jayde),76y9kdLOsF0g2uMpQKdJk7,"['modern rock', 'pop rap', 'sad rap']",Goody Grace,calm,0 days 00:03:30.053000,0.485,0.522,0.446,0.00475,0.185,-10.018,0.0265,95.75,0.51,4
carpool,6fAfv4dn8FbcIsXhU0Jed7,"['alt z', 'bedroom soul', 'chill pop', 'chill r&b', 'indie cafe pop', 'pop']",Zachary Knowles,calm,0 days 00:02:44.665000,0.457,0.565,0.612,4.89e-05,0.0823,-9.167,0.163,171.876,0.522,4
Things,1KUT4Khz1iPXXF8pzJDsHT,[],Charlie Houston,calm,0 days 00:03:19.559000,0.812,0.837,0.283,0.00222,0.104,-6.886,0.0637,89.97,0.791,4
Oscar Nominated,2lbneLXRIBup57TVfxx3zD,['indie electropop'],James Droll,calm,0 days 00:03:24.076000,0.204,0.502,0.501,1.72e-05,0.163,-8.288,0.0421,127.939,0.298,4
slower,1bd4heB3yXc5iFTPoOMPuo,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Tate McRae,calm,0 days 00:03:07.629000,0.595,0.589,0.364,0.0,0.334,-8.079,0.0419,104.991,0.21,4
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,calm,0 days 00:03:47.186000,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,4
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,calm,0 days 00:03:47.186000,0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,4
I'll Be Home Soon,72xzw4sk7CcgYIyQsj0pxn,"['alt z', 'chill pop', 'chill r&b', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'la pop', 'pop', 'tropical house']",Shoffy,calm,0 days 00:02:11.500000,0.579,0.824,0.356,3.68e-06,0.134,-9.299,0.063,89.98,0.583,4
If I Get To Meet You,14rNxRzrnsyqDZ8PRfV1k3,"['alt z', 'nz pop', 'pop']",BENEE,calm,0 days 00:03:02.336000,0.494,0.679,0.682,0.0558,0.0786,-7.096,0.0627,157.064,0.799,4
I’m Not Going Back (feat. Mokita),5zqDpOXBAtD4j3Z7puVqbC,['sad rap'],Kina,calm,0 days 00:02:37.714000,0.641,0.496,0.496,0.0014,0.114,-9.186,0.0318,139.946,0.263,4
Still Friends,4QgKXgcqA5AbArVH5WfmlP,[],Forrest Nolan,calm,0 days 00:02:11.487000,0.872,0.678,0.251,0.0,0.105,-11.108,0.161,79.076,0.817,4
the way that you see me (feat. Ayleen Valentine),5O6QAX1oI4iktfXP8HAmgi,"['emo rap', 'sad rap']",Powfu,calm,0 days 00:03:02.417000,0.708,0.548,0.341,0.0,0.121,-11.667,0.397,71.573,0.34,4
Summers Over,32kpOLJUfG9f7lqFsctRuF,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",DWY,calm,0 days 00:03:29.950000,0.62,0.545,0.318,2.27e-06,0.16,-9.367,0.026,95.114,0.153,4
too many feelings,3tb3sGsGLnSsyUxue8Aetd,"['alt z', 'australian alternative pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Ruel,calm,0 days 00:03:06.935000,0.237,0.754,0.706,3.46e-05,0.097,-6.145,0.0923,81.943,0.536,4
drivers license,7lPN2DXiMsVn7XUKtOW1CS,['pop'],Olivia Rodrigo,calm,0 days 00:04:02.014000,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,4
drivers license,7lPN2DXiMsVn7XUKtOW1CS,['pop'],Olivia Rodrigo,calm,0 days 00:04:02.014000,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,0.132,4
Selfish,3fTd1AN7VM33g7OElNPJGb,['aussietronica'],Jack Gray,calm,0 days 00:02:57.899000,0.951,0.645,0.327,0.0,0.212,-11.015,0.0567,95.004,0.455,4
fools (can't help falling in love) (feat. Sody),4VEEDnEFLI9dUy5QA51rom,"['indietronica', 'modern rock', 'pop', 'rock']",Foster,calm,0 days 00:02:45.029000,0.418,0.706,0.604,0.0,0.242,-6.932,0.303,82.03,0.361,4
numb,4RXrqV1E2rWi9FeZisSkjY,['pop'],Tom Odell,calm,0 days 00:02:34.573000,0.274,0.698,0.466,0.0106,0.262,-8.86,0.045,78.014,0.361,4
Carried Away (with Madison Beer),4IvuPZogXbY7LODs7qzr0W,['tropical house'],Surf Mesa,calm,0 days 00:03:02.654000,0.346,0.518,0.683,0.0,0.311,-5.295,0.0364,141.971,0.304,4
Flicker,21hX5ecNTD2ayzH5awBW4n,[],fenoaltea,calm,0 days 00:03:55.034000,0.238,0.645,0.357,0.000466,0.157,-9.363,0.115,135.02,0.379,4
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",4V7xZ1AiCLwFbNMNc4Gj1f,[],Sista Prod,calm,0 days 00:02:36.188000,0.686,0.702,0.616,0.0,0.145,-4.903,0.326,80.482,0.507,4
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Alexander 23,calm,0 days 00:02:50.812000,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,4
Cry Over Boys,218q4fCmVERKhXEZDr6g4P,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Alexander 23,calm,0 days 00:02:50.812000,0.835,0.847,0.254,1.98e-05,0.527,-13.551,0.0667,117.987,0.381,4
Tomboy,5Ti3fqGTfjUsSdylFNy0Ng,[],Destiny Rogers,calm,0 days 00:03:23.446000,0.423,0.644,0.645,0.00512,0.116,-5.437,0.0557,77.998,0.459,4
Heaven,7zzl5nLmPPkAwk2MRIUpa4,"['bedroom soul', 'pop']",Pink Sweat$,calm,0 days 00:02:49.749000,0.491,0.78,0.389,0.00242,0.0699,-8.877,0.0776,121.919,0.188,3
Every Hour,4Pg0FrBXiwj4ROQPGwgc6a,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",KIAN,calm,0 days 00:03:22.067000,0.494,0.684,0.505,1.48e-06,0.321,-7.534,0.0378,79.946,0.726,4
Future Kids,5Cy20icxvxt8EnB2pIdVxf,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,calm,0 days 00:03:11.608000,0.49,0.664,0.497,0.0,0.132,-10.275,0.0323,127.994,0.655,4
this is how you fall in love,0742PcMPo2Akmo4vHC29VZ,"['electropop', 'pop', 'post-teen pop']",Jeremy Zucker,calm,0 days 00:02:54.587000,0.733,0.52,0.204,2.53e-05,0.126,-12.488,0.0355,79.682,0.274,4
Liability,6Kkt27YmFyIFrcX3QXFi2o,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",Lorde,calm,0 days 00:02:51.728000,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,0.379,4
twentyfive,0z1DE4g9ft8ZvSpyCenVUJ,"['chill pop', 'indie electropop', 'indie poptimism', 'vapor soul']",Yoste,calm,0 days 00:02:54.622000,0.724,0.584,0.44,0.17,0.211,-8.631,0.0323,96.097,0.158,4
say it over (feat. Cautious Clay),4jSE5cAaa5rwTyhDSXfwQN,"['alt z', 'australian alternative pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Ruel,calm,0 days 00:03:58.500000,0.566,0.438,0.315,0.0,0.606,-10.941,0.044,156.031,0.151,4
everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,"['electropop', 'pop']",Billie Eilish,calm,0 days 00:04:05.426000,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,4
Jimmy (feat. Sarcastic Sounds),462d4Jl1AZl1ZlCKwIa22v,"['emo rap', 'social media pop']",Rxseboy,calm,0 days 00:02:26.362000,0.379,0.694,0.492,0.0,0.174,-7.055,0.276,145.033,0.198,4
Tell Me About You (feat. Mishaal),1haZCYSR61JHOAivPNOuQH,['sad rap'],Kina,calm,0 days 00:03:14.400000,0.498,0.38,0.292,0.0262,0.126,-14.282,0.054,75.572,0.0777,3
Cotton Candy,0RLIUOXaZUvZub2Qn7NHqh,"['indie pop', 'indie r&b', 'modern indie pop']",spill tab,calm,0 days 00:01:33.871000,0.675,0.685,0.46,1.25e-05,0.357,-7.809,0.224,96.876,0.596,3
Lonely Ones,42BFZETGGpgA8AVUUgnu6H,"['modern rock', 'pop punk', 'post-teen pop']",LOVA,calm,0 days 00:03:07.552000,0.613,0.643,0.407,0.0,0.147,-7.36,0.102,143.786,0.47,4
Love Me Low,0FOogWUS6y2pv3OjAcu6hO,[],Ai Bendr,calm,0 days 00:02:29.143000,0.571,0.417,0.257,0.0,0.124,-14.261,0.0421,69.158,0.282,4
i don't write songs for boys,1KprjsAhTycuukyoGztd9c,"['glam metal', 'hard rock', 'rock']",Livia O,calm,0 days 00:02:41.455000,0.81,0.753,0.432,0.00141,0.117,-14.786,0.256,109.929,0.0834,4
Heather,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",Conan Gray,calm,0 days 00:03:18.040000,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
Heather,4xqrdfXkTW4T0RauPLv3WA,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",Conan Gray,calm,0 days 00:03:18.040000,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3
Brave,7kJoUyyuBXXVuoOGyO6wPG,"['future bass', 'gaming edm', 'vapor twitch']",AYA YVES,calm,0 days 00:04:17.480000,0.64,0.8,0.402,0.000272,0.0741,-12.188,0.0807,141.981,0.501,4
FTL,2m6ikQazVLpm5XYxAy3OFz,['indie electropop'],James Droll,calm,0 days 00:03:22.987000,0.357,0.692,0.5,5.67e-05,0.162,-8.659,0.0464,140.087,0.366,4
Brainstorm,3VcFoOwKYurSedLtz9nFJC,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",Alexander 23,calm,0 days 00:03:06,0.823,0.658,0.317,0.00548,0.111,-12.318,0.0424,76.849,0.262,4
afterthoughts,2UmyGp3esNouKw42vwG6b8,"['alt z', 'canadian pop', 'pop', 'social media pop']",renforshort,calm,0 days 00:02:55.321000,0.86,0.51,0.229,3.03e-05,0.118,-11.394,0.0352,93.309,0.107,4
ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,['tropical house'],Surf Mesa,calm,0 days 00:02:56.547000,0.0686,0.674,0.774,0.00188,0.393,-7.567,0.0892,112.05,0.33,4
Cold,3c7hHVpOsyFYWWwB958J8S,"['chill r&b', 'indie r&b']",Lucy Park,calm,0 days 00:03:49.155000,0.843,0.74,0.262,0.0,0.212,-11.189,0.046,120.997,0.0662,4
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Sasha Sloan,calm,0 days 00:03:17.732000,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Sasha Sloan,calm,0 days 00:03:17.732000,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389,4
Happen To Me,1bPo0RfCT7T4GHblhc7c7R,"['alt z', 'nz pop', 'pop']",BENEE,calm,0 days 00:03:51.701000,0.17,0.659,0.645,0.00355,0.093,-7.654,0.0307,149.047,0.359,4
self crucify,36devlce37d8V3cICTukvN,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller,calm,0 days 00:04:00.719000,0.702,0.333,0.332,4.87e-05,0.164,-9.389,0.032,136.854,0.111,4
Futon,0F57gwy0G6aqnaMAH1ELSV,['pinoy indie'],Ūla,calm,0 days 00:02:36.546000,0.734,0.852,0.61,5.97e-06,0.111,-5.856,0.049,117.99,0.713,4
stateside,5PByQM1ddwOblyKDo25SVA,"['aussietronica', 'indie electropop', 'indie soul', 'vapor soul', 'vapor twitch']",Golden Vessel,calm,0 days 00:02:52.853000,0.48,0.733,0.356,0.0608,0.0956,-8.08,0.0473,75.983,0.538,4
Golden Eyes,2CVWGyKDFZRYzYkd9OxQRv,"['comedy rap', 'pop rap', 'rap']",HANNI,calm,0 days 00:02:28.252000,0.623,0.606,0.406,2.97e-05,0.162,-9.689,0.034,87.025,0.136,4
I Never Knew,6qLCHs8bf30qKSrEdRe8XK,"['country', 'country rock', 'outlaw country', 'texas country']",River Boy,calm,0 days 00:02:26.301000,0.345,0.649,0.529,0.436,0.23,-7.292,0.042,145.873,0.35,4
Make Room,2QEADtLY3MTx2K6AGeNEpi,['movie tunes'],Paige,calm,0 days 00:03:26.663000,0.26,0.736,0.414,2.12e-05,0.102,-7.934,0.0514,72.487,0.475,4
What They'll Say About Us,27Y1N4Q4U3EfDU5Ubw8ws2,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",FINNEAS,calm,0 days 00:03:07.601000,0.895,0.535,0.314,0.00015,0.0874,-12.823,0.0408,145.095,0.0663,4
What They'll Say About Us,27Y1N4Q4U3EfDU5Ubw8ws2,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']",FINNEAS,calm,0 days 00:03:07.601000,0.895,0.535,0.314,0.00015,0.0874,-12.823,0.0408,145.095,0.0663,4
Sunbeam,2mIiZO5GwolcZRmpSMZ1pA,"['alternative r&b', 'chill r&b', 'dance pop', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",KIAN,calm,0 days 00:03:26.773000,0.0655,0.868,0.53,0.000326,0.0928,-8.284,0.0464,108.988,0.791,4
Chosen Last,3NDgV66iYYySIgo5RSvQ5d,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",Sara Kays,calm,0 days 00:03:46.847000,0.672,0.652,0.543,2.07e-06,0.112,-6.503,0.0264,99.041,0.262,4
Holding The Man,2B2ASdxMKAPkBPPNPi9JqI,['australian alternative pop'],Nick Ward,calm,0 days 00:03:03.501000,0.85,0.697,0.397,0.000857,0.487,-10.438,0.0401,139.906,0.341,4
Love Somebody,50wetCP0Nsx5sIaFHCYlCe,"['electropop', 'pop', 'post-teen pop']",Lauv,calm,0 days 00:02:22.773000,0.262,0.465,0.468,0.0,0.0639,-7.799,0.134,83.366,0.373,4
is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,3XwEo4mEovAVPd3cNUN4Dy,[],Sody,calm,0 days 00:03:11.119000,0.463,0.521,0.347,0.0,0.091,-12.716,0.164,123.996,0.198,4
Good News,3ClBKQkKoaUQ6UOhe2xlJK,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller,calm,0 days 00:05:42.040000,0.853,0.794,0.32,0.134,0.112,-12.92,0.173,174.088,0.241,4
The Way I Love You,3XV5r1cMB2AlD2ir0v6mfm,['sad rap'],yaeow,calm,0 days 00:02:42.727000,0.94,0.543,0.206,0.453,0.385,-18.037,0.0319,113.107,0.13,3
Rockstar,1fpvdpEUe6jncotfqNGRW8,"['alternative dance', 'edm', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'tropical house']",Mallrat,calm,0 days 00:03:28.989000,0.115,0.566,0.737,0.0739,0.11,-4.531,0.0282,88.977,0.52,4
Eleven,1ToprX3cpBiXoAe5eNSk74,"['electropop', 'pop']",Khalid,calm,0 days 00:03:26.361000,0.112,0.701,0.396,0.0209,0.223,-10.182,0.119,129.004,0.115,4
Twist And Shout - Remastered,4Z1fbYp0HuxLBje4MOZcSD,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy,0 days 00:02:35.227000,0.641,0.482,0.849,7.74e-06,0.0414,-9.198,0.0452,124.631,0.937,4
Hooked on a Feeling,6Ac4NVYYl2U73QiTt11ZKd,['classic swedish pop'],Blue Swede,happy,0 days 00:02:52.867000,0.261,0.547,0.82,0.0,0.3,-6.728,0.0805,118.208,0.933,4
A-Punk,5dKBaysNJtfpyNTRa5lqDb,"['baroque pop', 'modern rock']",Vampire Weekend,happy,0 days 00:02:17.760000,0.0102,0.551,0.821,0.0438,0.153,-4.489,0.0539,174.923,0.842,4
Don't Stop Me Now,2RknY4IqSPwagR0v5wchIW,"['electropop', 'pop', 'pop rap']",Queen,happy,0 days 00:03:29.447000,0.0175,0.566,0.876,0.0114,0.677,-4.6,0.187,156.291,0.642,4
Uptown Funk (feat. Bruno Mars),4rmPQGwcLQjCoFq5NrTA0D,"['dance pop', 'pop']",Mark Ronson,happy,0 days 00:04:30.627000,0.00966,0.853,0.681,5.71e-05,0.0233,-5.003,0.0888,114.989,0.93,4
Video Killed The Radio Star,6VwkgtOIlVboseFPCFnyJ2,"['early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",The Buggles,happy,0 days 00:04:11.533000,0.139,0.679,0.79,0.00669,0.165,-6.934,0.059,131.177,0.369,4
Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,"['pop', 'post-teen pop']",Harry Styles,happy,0 days 00:02:54,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,0.557,4
Hey Ya!,3AszgPDZd9q0DpDFt4HFBy,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']",Outkast,happy,0 days 00:03:59.240000,0.0644,0.715,0.97,0.000156,0.205,-2.206,0.0648,79.504,0.963,4
Come,1YrC8s6yZWw23QxW6rfM9f,['french indie pop'],Jain,happy,0 days 00:02:42.267000,0.232,0.818,0.783,0.00886,0.0803,-6.534,0.0444,99.992,0.819,4
Wake Me Up Before You Go-Go,6ZEAXknmx2mrO3KgcDNpFI,[],Wham!,happy,0 days 00:03:43.067000,0.144,0.586,0.651,0.0,0.489,-10.16,0.048,81.397,0.901,4
My Girl,4S46FETQcxhXROubIV11M3,[],High Tropics,happy,0 days 00:02:45.810000,0.0881,0.692,0.832,0.0674,0.183,-4.414,0.0291,112.007,0.858,4
Treasure,55h7vJchibLdUkxdlX3fK7,"['dance pop', 'pop']",Bruno Mars,happy,0 days 00:02:58.560000,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,4
Celebration - Single Version,6pc8xULSlsMdFB3OrqbvZ4,"['disco', 'funk', 'motown', 'quiet storm', 'soul']",Kool & The Gang,happy,0 days 00:03:35.653000,0.0466,0.843,0.656,0.0187,0.169,-11.184,0.0595,121.112,0.931,4
Lush Life,1rIKgCH4H52lrvDcz50hS8,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",Zara Larsson,happy,0 days 00:03:21.122000,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,0.799,4
Mr. Brightside,0eGsygTp906u18L0Oimnem,"['dance rock', 'modern rock', 'permanent wave', 'rock']",The Killers,happy,0 days 00:03:42.076000,0.00113,0.351,0.928,0.0,0.0988,-3.71,0.0759,148.03,0.239,4
On Top Of The World,213x4gsFDm04hSqIUkg88w,"['modern rock', 'rock']",Imagine Dragons,happy,0 days 00:03:12.280000,0.0841,0.631,0.924,3.59e-06,0.084,-5.589,0.146,100.045,0.755,4
Preach,6wAFJrqup7D88zL1bB4QS4,[],Camo Columbo,happy,0 days 00:02:55.484000,0.75,0.833,0.323,0.0111,0.137,-6.3,0.0982,93.031,0.678,4
Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,['new wave pop'],Katrina & The Waves,happy,0 days 00:03:58.733000,0.0116,0.596,0.869,0.173,0.0678,-11.97,0.037,109.902,0.944,4
Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,"['bedroom soul', 'pop']",Surfaces,happy,0 days 00:02:38.571000,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,0.694,4
Country House,4vnYwFOZCVl0bmerWyuzRw,"['alternative metal', 'alternative rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']",Blur,happy,0 days 00:03:57.733000,0.147,0.341,0.894,0.0,0.0741,-6.66,0.0765,174.982,0.672,4
Posh Kid,68LD8P1989xcYJKZA3aqRV,[],Gasch,happy,0 days 00:02:36,0.414,0.806,0.467,0.00304,0.0881,-11.021,0.12,101.048,0.565,4
